id,lemma,question_text,correct_answer,difficulty_band,lexical_band,pos,topic_tag,active,freq_rank,level,bin_name,cefr_estimate,concept_group,donor_eligible
5156,conseguirmos,conseguirmos,conseguirmos,B4,B4,noun,freq_corpus,0,3528,B1,B4,B2,conseguirmos,0
5157,brinde,brinde,brinde,B4,B4,noun,freq_corpus,0,3529,B1,B4,B2,brinde,0
5158,"chinês","chinês","chinês",B4,B4,noun,freq_corpus,0,3530,B1,B4,B2,"chinês",0
5159,espectacular,espectacular,espectacular,B4,B4,noun,freq_corpus,0,3531,B1,B4,B2,espectacular,0
5160,pesado,pesado,pesado,B4,B4,noun,freq_corpus,0,3532,B1,B4,B2,pesado,0
5161,"reforços","reforços","reforços",B4,B4,noun,freq_corpus,0,3533,B1,B4,B2,"reforços",0
5162,catherine,catherine,catherine,B4,B4,noun,freq_corpus,0,3534,B1,B4,B2,catherine,0
5163,pegou,pegou,pegou,B4,B4,noun,freq_corpus,0,3535,B1,B4,B2,pegou,0
5164,apagar,apagar,apagar,B4,B4,noun,freq_corpus,0,3536,B1,B4,B2,apagar,0
5165,corajoso,corajoso,corajoso,B4,B4,noun,freq_corpus,0,3537,B1,B4,B2,corajoso,0
5166,abriu,abriu,abriu,B4,B4,noun,freq_corpus,0,3541,B1,B4,B2,abriu,0
5167,"título","título","título",B4,B4,noun,freq_corpus,0,3543,B1,B4,B2,"título",0
5168,sincronia,sincronia,sincronia,B4,B4,noun,freq_corpus,0,3544,B1,B4,B2,sincronia,0
5169,empresas,empresas,empresas,B4,B4,noun,freq_corpus,0,3545,B1,B4,B2,empresas,0
5170,posse,posse,posse,B4,B4,noun,freq_corpus,0,3546,B1,B4,B2,posse,0
5171,impacto,impacto,impacto,B4,B4,noun,freq_corpus,0,3547,B1,B4,B2,impacto,0
5172,ian,ian,ian,B4,B4,noun,freq_corpus,0,3548,B1,B4,B2,ian,0
5173,riscos,riscos,riscos,B4,B4,noun,freq_corpus,0,3549,B1,B4,B2,riscos,0
5174,"experiências","experiências","experiências",B4,B4,noun,freq_corpus,0,3550,B1,B4,B2,"experiências",0
5175,passaste,passaste,passaste,B4,B4,noun,freq_corpus,0,3551,B1,B4,B2,passaste,0
5176,vistos,vistos,vistos,B4,B4,noun,freq_corpus,0,3552,B1,B4,B2,vistos,0
5177,levam,levam,levam,B4,B4,noun,freq_corpus,0,3553,B1,B4,B2,levam,0
5178,perfil,perfil,perfil,B4,B4,noun,freq_corpus,0,3554,B1,B4,B2,perfil,0
5179,estranhas,estranhas,estranhas,B4,B4,noun,freq_corpus,0,3555,B1,B4,B2,estranhas,0
5180,policial,policial,policial,B4,B4,noun,freq_corpus,0,3556,B1,B4,B2,policial,0
5181,computadores,computadores,computadores,B4,B4,noun,freq_corpus,0,3557,B1,B4,B2,computadores,0
5182,detetive,detetive,detetive,B4,B4,noun,freq_corpus,0,3558,B1,B4,B2,detetive,0
5183,ondas,ondas,ondas,B4,B4,noun,freq_corpus,0,3559,B1,B4,B2,ondas,0
5184,suspeita,suspeita,suspeita,B4,B4,noun,freq_corpus,0,3560,B1,B4,B2,suspeita,0
5185,recado,recado,recado,B4,B4,noun,freq_corpus,0,3561,B1,B4,B2,recado,0
5186,bancos,bancos,bancos,B4,B4,noun,freq_corpus,0,3562,B1,B4,B2,bancos,0
5187,souber,souber,souber,B4,B4,noun,freq_corpus,0,3563,B1,B4,B2,souber,0
5188,recebe,recebe,recebe,B4,B4,noun,freq_corpus,0,3564,B1,B4,B2,recebe,0
5189,procurando,procurando,procurando,B4,B4,noun,freq_corpus,0,3567,B1,B4,B2,procurando,0
5190,desconhecido,desconhecido,desconhecido,B4,B4,noun,freq_corpus,0,3571,B1,B4,B2,desconhecido,0
5191,comi,comi,comi,B4,B4,noun,freq_corpus,0,3572,B1,B4,B2,comi,0
5192,dispara,dispara,dispara,B4,B4,noun,freq_corpus,0,3573,B1,B4,B2,dispara,0
5193,interessada,interessada,interessada,B4,B4,noun,freq_corpus,0,3574,B1,B4,B2,interessada,0
5194,plantas,plantas,plantas,B4,B4,noun,freq_corpus,0,3575,B1,B4,B2,plantas,0
5195,considerar,considerar,considerar,B4,B4,noun,freq_corpus,0,3576,B1,B4,B2,considerar,0
5196,"emoções","emoções","emoções",B4,B4,noun,freq_corpus,0,3577,B1,B4,B2,"emoções",0
5197,ficheiro,ficheiro,ficheiro,B4,B4,noun,freq_corpus,0,3578,B1,B4,B2,ficheiro,0
5198,west,west,west,B4,B4,noun,freq_corpus,0,3580,B1,B4,B2,west,0
5199,efeitos,efeitos,efeitos,B4,B4,noun,freq_corpus,0,3583,B1,B4,B2,efeitos,0
5200,"engraçada","engraçada","engraçada",B4,B4,noun,freq_corpus,0,3585,B1,B4,B2,"engraçada",0
5201,besta,besta,besta,B4,B4,noun,freq_corpus,0,3588,B1,B4,B2,besta,0
5202,carrie,carrie,carrie,B4,B4,noun,freq_corpus,0,3592,B1,B4,B2,carrie,0
5203,salto,salto,salto,B4,B4,noun,freq_corpus,0,3594,B1,B4,B2,salto,0
5204,pediste,pediste,pediste,B4,B4,noun,freq_corpus,0,3595,B1,B4,B2,pediste,0
5205,surpreendido,surpreendido,surpreendido,B4,B4,noun,freq_corpus,0,3597,B1,B4,B2,surpreendido,0
5206,mexa,mexa,mexa,B4,B4,noun,freq_corpus,0,3598,B1,B4,B2,mexa,0
5207,aborrecido,aborrecido,aborrecido,B4,B4,noun,freq_corpus,0,3599,B1,B4,B2,aborrecido,0
5208,michelle,michelle,michelle,B4,B4,noun,freq_corpus,0,3600,B1,B4,B2,michelle,0
5209,burro,burro,burro,B4,B4,noun,freq_corpus,0,3601,B1,B4,B2,burro,0
5210,equipas,equipas,equipas,B4,B4,noun,freq_corpus,0,3602,B1,B4,B2,equipas,0
5211,nasci,nasci,nasci,B4,B4,noun,freq_corpus,0,3603,B1,B4,B2,nasci,0
5212,"multidão","multidão","multidão",B4,B4,noun,freq_corpus,0,3607,B1,B4,B2,"multidão",0
5213,sentada,sentada,sentada,B4,B4,noun,freq_corpus,0,3608,B1,B4,B2,sentada,0
5214,lou,lou,lou,B4,B4,noun,freq_corpus,0,3610,B1,B4,B2,lou,0
5215,usei,usei,usei,B4,B4,noun,freq_corpus,0,3611,B1,B4,B2,usei,0
5216,rasto,rasto,rasto,B4,B4,noun,freq_corpus,0,3613,B1,B4,B2,rasto,0
5217,iniciar,iniciar,iniciar,B4,B4,noun,freq_corpus,0,3614,B1,B4,B2,iniciar,0
5218,marty,marty,marty,B4,B4,noun,freq_corpus,0,3615,B1,B4,B2,marty,0
5219,imaginei,imaginei,imaginei,B4,B4,noun,freq_corpus,0,3616,B1,B4,B2,imaginei,0
5220,"reacção","reacção","reacção",B4,B4,noun,freq_corpus,0,3617,B1,B4,B2,"reacção",0
5221,mortas,mortas,mortas,B4,B4,noun,freq_corpus,0,3618,B1,B4,B2,mortas,0
5222,"reféns","reféns","reféns",B4,B4,noun,freq_corpus,0,3619,B1,B4,B2,"reféns",0
5223,chffffff,chffffff,chffffff,B4,B4,noun,freq_corpus,0,3620,B1,B4,B2,chffffff,0
5224,"saíram","saíram","saíram",B4,B4,noun,freq_corpus,0,3621,B1,B4,B2,"saíram",0
5225,fazerem,fazerem,fazerem,B4,B4,noun,freq_corpus,0,3622,B1,B4,B2,fazerem,0
5226,"uísque","uísque","uísque",B4,B4,noun,freq_corpus,0,3623,B1,B4,B2,"uísque",0
5227,andou,andou,andou,B4,B4,noun,freq_corpus,0,3624,B1,B4,B2,andou,0
5228,podermos,podermos,podermos,B4,B4,noun,freq_corpus,0,3625,B1,B4,B2,podermos,0
5229,hannah,hannah,hannah,B4,B4,noun,freq_corpus,0,3628,B1,B4,B2,hannah,0
5230,"pénis","pénis","pénis",B4,B4,noun,freq_corpus,0,3629,B1,B4,B2,"pénis",0
5231,doze,doze,doze,B4,B4,noun,freq_corpus,0,3630,B1,B4,B2,doze,0
5232,vince,vince,vince,B4,B4,noun,freq_corpus,0,3631,B1,B4,B2,vince,0
5233,costuma,costuma,costuma,B4,B4,noun,freq_corpus,0,3632,B1,B4,B2,costuma,0
5234,orgulhosa,orgulhosa,orgulhosa,B4,B4,noun,freq_corpus,0,3633,B1,B4,B2,orgulhosa,0
5235,"águas","águas","águas",B4,B4,noun,freq_corpus,0,3634,B1,B4,B2,"águas",0
5236,booth,booth,booth,B4,B4,noun,freq_corpus,0,3635,B1,B4,B2,booth,0
5237,salva,salva,salva,B4,B4,noun,freq_corpus,0,3636,B1,B4,B2,salva,0
5238,disparate,disparate,disparate,B4,B4,noun,freq_corpus,0,3637,B1,B4,B2,disparate,0
5239,disparou,disparou,disparou,B4,B4,noun,freq_corpus,0,3640,B1,B4,B2,disparou,0
5240,malditos,malditos,malditos,B4,B4,noun,freq_corpus,0,3641,B1,B4,B2,malditos,0
5241,mantenha,mantenha,mantenha,B4,B4,noun,freq_corpus,0,3642,B1,B4,B2,mantenha,0
5242,escolhido,escolhido,escolhido,B4,B4,noun,freq_corpus,0,3643,B1,B4,B2,escolhido,0
5243,pau,pau,pau,B4,B4,noun,freq_corpus,0,3644,B1,B4,B2,pau,0
5244,"voltará","voltará","voltará",B4,B4,noun,freq_corpus,0,3645,B1,B4,B2,"voltará",0
5245,foda,foda,foda,B4,B4,noun,freq_corpus,0,3646,B1,B4,B2,foda,0
5246,"demónios","demónios","demónios",B4,B4,noun,freq_corpus,0,3647,B1,B4,B2,"demónios",0
5247,rica,rica,rica,B4,B4,noun,freq_corpus,0,3648,B1,B4,B2,rica,0
5248,"geração","geração","geração",B4,B4,noun,freq_corpus,0,3649,B1,B4,B2,"geração",0
5249,usava,usava,usava,B4,B4,noun,freq_corpus,0,3650,B1,B4,B2,usava,0
5250,gatos,gatos,gatos,B4,B4,noun,freq_corpus,0,3651,B1,B4,B2,gatos,0
5251,dick,dick,dick,B4,B4,noun,freq_corpus,0,3652,B1,B4,B2,dick,0
5252,deverias,deverias,deverias,B4,B4,noun,freq_corpus,0,3654,B1,B4,B2,deverias,0
5253,"meritíssimo","meritíssimo","meritíssimo",B4,B4,noun,freq_corpus,0,3657,B1,B4,B2,"meritíssimo",0
5254,gravar,gravar,gravar,B4,B4,noun,freq_corpus,0,3662,B1,B4,B2,gravar,0
5255,brad,brad,brad,B4,B4,noun,freq_corpus,0,3663,B1,B4,B2,brad,0
5256,farias,farias,farias,B4,B4,noun,freq_corpus,0,3665,B1,B4,B2,farias,0
5257,comeu,comeu,comeu,B4,B4,noun,freq_corpus,0,3666,B1,B4,B2,comeu,0
5258,angela,angela,angela,B4,B4,noun,freq_corpus,0,3667,B1,B4,B2,angela,0
5259,dizeres,dizeres,dizeres,B4,B4,noun,freq_corpus,0,3668,B1,B4,B2,dizeres,0
5260,desejos,desejos,desejos,B4,B4,noun,freq_corpus,0,3669,B1,B4,B2,desejos,0
5261,joga,joga,joga,B4,B4,noun,freq_corpus,0,3670,B1,B4,B2,joga,0
5262,chegam,chegam,chegam,B4,B4,noun,freq_corpus,0,3671,B1,B4,B2,chegam,0
5263,russell,russell,russell,B4,B4,noun,freq_corpus,0,3672,B1,B4,B2,russell,0
5264,aaron,aaron,aaron,B4,B4,noun,freq_corpus,0,3673,B1,B4,B2,aaron,0
5265,"existência","existência","existência",B4,B4,noun,freq_corpus,0,3675,B1,B4,B2,"existência",0
5266,primeiras,primeiras,primeiras,B4,B4,noun,freq_corpus,0,3677,B1,B4,B2,primeiras,0
5267,sofreu,sofreu,sofreu,B4,B4,noun,freq_corpus,0,3678,B1,B4,B2,sofreu,0
5268,mate,mate,mate,B4,B4,noun,freq_corpus,0,3680,B1,B4,B2,mate,0
5269,secretos,secretos,secretos,B4,B4,noun,freq_corpus,0,3681,B1,B4,B2,secretos,0
5270,novidades,novidades,novidades,B4,B4,noun,freq_corpus,0,3683,B1,B4,B2,novidades,0
5271,ellen,ellen,ellen,B4,B4,noun,freq_corpus,0,3684,B1,B4,B2,ellen,0
5272,"pássaros","pássaros","pássaros",B4,B4,noun,freq_corpus,0,3685,B1,B4,B2,"pássaros",0
5273,pouca,pouca,pouca,B4,B4,noun,freq_corpus,0,3687,B1,B4,B2,pouca,0
5274,"plástico","plástico","plástico",B4,B4,noun,freq_corpus,0,3688,B1,B4,B2,"plástico",0
5275,sammy,sammy,sammy,B4,B4,noun,freq_corpus,0,3689,B1,B4,B2,sammy,0
5276,"séculos","séculos","séculos",B4,B4,noun,freq_corpus,0,3690,B1,B4,B2,"séculos",0
5277,despedir,despedir,despedir,B4,B4,noun,freq_corpus,0,3691,B1,B4,B2,despedir,0
5278,rodas,rodas,rodas,B4,B4,noun,freq_corpus,0,3692,B1,B4,B2,rodas,0
5279,basebol,basebol,basebol,B4,B4,noun,freq_corpus,0,3693,B1,B4,B2,basebol,0
5280,"alô","alô","alô",B4,B4,noun,freq_corpus,0,3696,B1,B4,B2,"alô",0
5281,compreendes,compreendes,compreendes,B4,B4,noun,freq_corpus,0,3698,B1,B4,B2,compreendes,0
5282,beco,beco,beco,B4,B4,noun,freq_corpus,0,3699,B1,B4,B2,beco,0
5283,repito,repito,repito,B4,B4,noun,freq_corpus,0,3700,B1,B4,B2,repito,0
5284,"cerimónia","cerimónia","cerimónia",B4,B4,noun,freq_corpus,0,3701,B1,B4,B2,"cerimónia",0
5285,house,house,house,B4,B4,noun,freq_corpus,0,3702,B1,B4,B2,house,0
5286,atirou,atirou,atirou,B4,B4,noun,freq_corpus,0,3703,B1,B4,B2,atirou,0
5287,conseguires,conseguires,conseguires,B4,B4,noun,freq_corpus,0,3707,B1,B4,B2,conseguires,0
5288,precisamente,precisamente,precisamente,B4,B4,noun,freq_corpus,0,3709,B1,B4,B2,precisamente,0
5289,pecado,pecado,pecado,B4,B4,noun,freq_corpus,0,3710,B1,B4,B2,pecado,0
5290,nancy,nancy,nancy,B4,B4,noun,freq_corpus,0,3711,B1,B4,B2,nancy,0
5291,nobre,nobre,nobre,B4,B4,noun,freq_corpus,0,3712,B1,B4,B2,nobre,0
5292,tragam,tragam,tragam,B4,B4,noun,freq_corpus,0,3713,B1,B4,B2,tragam,0
5293,grant,grant,grant,B4,B4,noun,freq_corpus,0,3714,B1,B4,B2,grant,0
5294,sincronizadas,sincronizadas,sincronizadas,B4,B4,noun,freq_corpus,0,3715,B1,B4,B2,sincronizadas,0
5295,"oxigénio","oxigénio","oxigénio",B4,B4,noun,freq_corpus,0,3717,B1,B4,B2,"oxigénio",0
5296,levas,levas,levas,B4,B4,noun,freq_corpus,0,3718,B1,B4,B2,levas,0
5297,cores,cores,cores,B4,B4,noun,freq_corpus,0,3720,B1,B4,B2,cores,0
5298,julgar,julgar,julgar,B4,B4,noun,freq_corpus,0,3721,B1,B4,B2,julgar,0
5299,vira,vira,vira,B4,B4,noun,freq_corpus,0,3722,B1,B4,B2,vira,0
5300,acordei,acordei,acordei,B4,B4,noun,freq_corpus,0,3723,B1,B4,B2,acordei,0
5301,familia,familia,familia,B4,B4,noun,freq_corpus,0,3724,B1,B4,B2,familia,0
5302,formos,formos,formos,B4,B4,noun,freq_corpus,0,3725,B1,B4,B2,formos,0
5303,"aérea","aérea","aérea",B4,B4,noun,freq_corpus,0,3726,B1,B4,B2,"aérea",0
5304,imensa,imensa,imensa,B4,B4,noun,freq_corpus,0,3727,B1,B4,B2,imensa,0
5305,capa,capa,capa,B4,B4,noun,freq_corpus,0,3728,B1,B4,B2,capa,0
5306,"pôde","pôde","pôde",B4,B4,noun,freq_corpus,0,3731,B1,B4,B2,"pôde",0
5307,nina,nina,nina,B4,B4,noun,freq_corpus,0,3732,B1,B4,B2,nina,0
5308,cigarros,cigarros,cigarros,B4,B4,noun,freq_corpus,0,3733,B1,B4,B2,cigarros,0
5309,faziam,faziam,faziam,B4,B4,noun,freq_corpus,0,3734,B1,B4,B2,faziam,0
5310,"confissão","confissão","confissão",B4,B4,noun,freq_corpus,0,3736,B1,B4,B2,"confissão",0
5311,esperei,esperei,esperei,B4,B4,noun,freq_corpus,0,3737,B1,B4,B2,esperei,0
5312,mete,mete,mete,B4,B4,noun,freq_corpus,0,3738,B1,B4,B2,mete,0
5313,viagens,viagens,viagens,B4,B4,noun,freq_corpus,0,3740,B1,B4,B2,viagens,0
5314,puxar,puxar,puxar,B4,B4,noun,freq_corpus,0,3741,B1,B4,B2,puxar,0
5315,linguagem,linguagem,linguagem,B4,B4,noun,freq_corpus,0,3742,B1,B4,B2,linguagem,0
5316,redor,redor,redor,B4,B4,noun,freq_corpus,0,3746,B1,B4,B2,redor,0
5317,"dês","dês","dês",B4,B4,noun,freq_corpus,0,3747,B1,B4,B2,"dês",0
5318,quilos,quilos,quilos,B4,B4,noun,freq_corpus,0,3749,B1,B4,B2,quilos,0
5319,edward,edward,edward,B4,B4,noun,freq_corpus,0,3750,B1,B4,B2,edward,0
5320,"heróis","heróis","heróis",B4,B4,noun,freq_corpus,0,3751,B1,B4,B2,"heróis",0
5321,altamente,altamente,altamente,B4,B4,noun,freq_corpus,0,3752,B1,B4,B2,altamente,0
5322,caminhar,caminhar,caminhar,B4,B4,noun,freq_corpus,0,3753,B1,B4,B2,caminhar,0
5323,criada,criada,criada,B4,B4,noun,freq_corpus,0,3754,B1,B4,B2,criada,0
5324,baixar,baixar,baixar,B4,B4,noun,freq_corpus,0,3755,B1,B4,B2,baixar,0
5325,"cidadãos","cidadãos","cidadãos",B4,B4,noun,freq_corpus,0,3758,B1,B4,B2,"cidadãos",0
5326,curto,curto,curto,B4,B4,noun,freq_corpus,0,3760,B1,B4,B2,curto,0
5327,damos,damos,damos,B4,B4,noun,freq_corpus,0,3761,B1,B4,B2,damos,0
5328,rips,rips,rips,B4,B4,noun,freq_corpus,0,3762,B1,B4,B2,rips,0
5329,dali,dali,dali,B4,B4,noun,freq_corpus,0,3763,B1,B4,B2,dali,0
5330,vazia,vazia,vazia,B4,B4,noun,freq_corpus,0,3764,B1,B4,B2,vazia,0
5331,testar,testar,testar,B4,B4,noun,freq_corpus,0,3765,B1,B4,B2,testar,0
5332,apontar,apontar,apontar,B4,B4,noun,freq_corpus,0,3766,B1,B4,B2,apontar,0
5333,recente,recente,recente,B4,B4,noun,freq_corpus,0,3767,B1,B4,B2,recente,0
5334,apostas,apostas,apostas,B4,B4,noun,freq_corpus,0,3768,B1,B4,B2,apostas,0
5335,piadas,piadas,piadas,B4,B4,noun,freq_corpus,0,3769,B1,B4,B2,piadas,0
5336,personagem,personagem,personagem,B4,B4,noun,freq_corpus,0,3770,B1,B4,B2,personagem,0
5337,logan,logan,logan,B4,B4,noun,freq_corpus,0,3771,B1,B4,B2,logan,0
5338,acompanhar,acompanhar,acompanhar,B4,B4,noun,freq_corpus,0,3772,B1,B4,B2,acompanhar,0
5339,saibam,saibam,saibam,B4,B4,noun,freq_corpus,0,3774,B1,B4,B2,saibam,0
5340,atingir,atingir,atingir,B4,B4,noun,freq_corpus,0,3776,B1,B4,B2,atingir,0
5341,poderosa,poderosa,poderosa,B4,B4,noun,freq_corpus,0,3778,B1,B4,B2,poderosa,0
5342,disfarce,disfarce,disfarce,B4,B4,noun,freq_corpus,0,3779,B1,B4,B2,disfarce,0
5343,matthew,matthew,matthew,B4,B4,noun,freq_corpus,0,3780,B1,B4,B2,matthew,0
5344,voltaram,voltaram,voltaram,B4,B4,noun,freq_corpus,0,3781,B1,B4,B2,voltaram,0
5345,"relatórios","relatórios","relatórios",B4,B4,noun,freq_corpus,0,3782,B1,B4,B2,"relatórios",0
5346,poderias,poderias,poderias,B4,B4,noun,freq_corpus,0,3783,B1,B4,B2,poderias,0
5347,atira,atira,atira,B4,B4,noun,freq_corpus,0,3785,B1,B4,B2,atira,0
5348,ultrapassar,ultrapassar,ultrapassar,B4,B4,noun,freq_corpus,0,3786,B1,B4,B2,ultrapassar,0
5349,"exposição","exposição","exposição",B4,B4,noun,freq_corpus,0,3787,B1,B4,B2,"exposição",0
5350,condicional,condicional,condicional,B4,B4,noun,freq_corpus,0,3788,B1,B4,B2,condicional,0
5351,"ginásio","ginásio","ginásio",B4,B4,noun,freq_corpus,0,3789,B1,B4,B2,"ginásio",0
5352,mentiu,mentiu,mentiu,B4,B4,noun,freq_corpus,0,3790,B1,B4,B2,mentiu,0
5353,"abençoe","abençoe","abençoe",B4,B4,noun,freq_corpus,0,3791,B1,B4,B2,"abençoe",0
5354,andamos,andamos,andamos,B4,B4,noun,freq_corpus,0,3792,B1,B4,B2,andamos,0
5355,shane,shane,shane,B4,B4,noun,freq_corpus,0,3794,B1,B4,B2,shane,0
5356,tiroteio,tiroteio,tiroteio,B4,B4,noun,freq_corpus,0,3795,B1,B4,B2,tiroteio,0
5357,jennifer,jennifer,jennifer,B4,B4,noun,freq_corpus,0,3797,B1,B4,B2,jennifer,0
5358,betty,betty,betty,B4,B4,noun,freq_corpus,0,3798,B1,B4,B2,betty,0
5359,levanta,levanta,levanta,B4,B4,noun,freq_corpus,0,3799,B1,B4,B2,levanta,0
5360,nascimento,nascimento,nascimento,B4,B4,noun,freq_corpus,0,3800,B1,B4,B2,nascimento,0
5361,pedimos,pedimos,pedimos,B4,B4,noun,freq_corpus,0,3801,B1,B4,B2,pedimos,0
5362,copos,copos,copos,B4,B4,noun,freq_corpus,0,3802,B1,B4,B2,copos,0
5363,miles,miles,miles,B4,B4,noun,freq_corpus,0,3803,B1,B4,B2,miles,0
5364,acontecem,acontecem,acontecem,B4,B4,noun,freq_corpus,0,3804,B1,B4,B2,acontecem,0
5365,quinn,quinn,quinn,B4,B4,noun,freq_corpus,0,3805,B1,B4,B2,quinn,0
5366,"sítios","sítios","sítios",B4,B4,noun,freq_corpus,0,3807,B1,B4,B2,"sítios",0
5367,estudos,estudos,estudos,B4,B4,noun,freq_corpus,0,3808,B1,B4,B2,estudos,0
5368,descobriste,descobriste,descobriste,B4,B4,noun,freq_corpus,0,3809,B1,B4,B2,descobriste,0
5369,todd,todd,todd,B4,B4,noun,freq_corpus,0,3810,B1,B4,B2,todd,0
5370,patrulha,patrulha,patrulha,B4,B4,noun,freq_corpus,0,3811,B1,B4,B2,patrulha,0
5371,"jóias","jóias","jóias",B4,B4,noun,freq_corpus,0,3812,B1,B4,B2,"jóias",0
5372,"detrás","detrás","detrás",B4,B4,noun,freq_corpus,0,3813,B1,B4,B2,"detrás",0
5373,hein,hein,hein,B4,B4,noun,freq_corpus,0,3814,B1,B4,B2,hein,0
5374,voltares,voltares,voltares,B4,B4,noun,freq_corpus,0,3815,B1,B4,B2,voltares,0
5375,condutor,condutor,condutor,B4,B4,noun,freq_corpus,0,3816,B1,B4,B2,condutor,0
5376,doc,doc,doc,B4,B4,noun,freq_corpus,0,3818,B1,B4,B2,doc,0
5377,stephen,stephen,stephen,B4,B4,noun,freq_corpus,0,3820,B1,B4,B2,stephen,0
5378,goste,goste,goste,B4,B4,noun,freq_corpus,0,3821,B1,B4,B2,goste,0
5379,parto,parto,parto,B4,B4,noun,freq_corpus,0,3822,B1,B4,B2,parto,0
5380,pergunte,pergunte,pergunte,B4,B4,noun,freq_corpus,0,3824,B1,B4,B2,pergunte,0
5381,black,black,black,B4,B4,noun,freq_corpus,0,3825,B1,B4,B2,black,0
5382,mentes,mentes,mentes,B4,B4,noun,freq_corpus,0,3826,B1,B4,B2,mentes,0
5383,trabalhamos,trabalhamos,trabalhamos,B4,B4,noun,freq_corpus,0,3828,B1,B4,B2,trabalhamos,0
5384,entregue,entregue,entregue,B4,B4,noun,freq_corpus,0,3829,B1,B4,B2,entregue,0
5385,olhadela,olhadela,olhadela,B4,B4,noun,freq_corpus,0,3830,B1,B4,B2,olhadela,0
5386,lincoln,lincoln,lincoln,B4,B4,noun,freq_corpus,0,3832,B1,B4,B2,lincoln,0
5387,pensem,pensem,pensem,B4,B4,noun,freq_corpus,0,3833,B1,B4,B2,pensem,0
5388,"países","países","países",B4,B4,noun,freq_corpus,0,3834,B1,B4,B2,"países",0
5389,honestamente,honestamente,honestamente,B4,B4,noun,freq_corpus,0,3835,B1,B4,B2,honestamente,0
5390,"noção","noção","noção",B4,B4,noun,freq_corpus,0,3836,B1,B4,B2,"noção",0
5391,deter,deter,deter,B4,B4,noun,freq_corpus,0,3837,B1,B4,B2,deter,0
5392,paige,paige,paige,B4,B4,noun,freq_corpus,0,3838,B1,B4,B2,paige,0
5393,phoebe,phoebe,phoebe,B4,B4,noun,freq_corpus,0,3839,B1,B4,B2,phoebe,0
5394,caroline,caroline,caroline,B4,B4,noun,freq_corpus,0,3841,B1,B4,B2,caroline,0
5395,anjos,anjos,anjos,B4,B4,noun,freq_corpus,0,3842,B1,B4,B2,anjos,0
5396,coloca,coloca,coloca,B4,B4,noun,freq_corpus,0,3844,B1,B4,B2,coloca,0
5397,tema,tema,tema,B4,B4,noun,freq_corpus,0,3845,B1,B4,B2,tema,0
5398,harold,harold,harold,B4,B4,noun,freq_corpus,0,3846,B1,B4,B2,harold,0
5399,albert,albert,albert,B4,B4,noun,freq_corpus,0,3847,B1,B4,B2,albert,0
5400,abertos,abertos,abertos,B4,B4,noun,freq_corpus,0,3851,B1,B4,B2,abertos,0
5401,perseguir,perseguir,perseguir,B4,B4,noun,freq_corpus,0,3852,B1,B4,B2,perseguir,0
5402,trazido,trazido,trazido,B4,B4,noun,freq_corpus,0,3853,B1,B4,B2,trazido,0
5403,grupos,grupos,grupos,B4,B4,noun,freq_corpus,0,3855,B1,B4,B2,grupos,0
5404,conseguido,conseguido,conseguido,B4,B4,noun,freq_corpus,0,3856,B1,B4,B2,conseguido,0
5405,assinatura,assinatura,assinatura,B4,B4,noun,freq_corpus,0,3857,B1,B4,B2,assinatura,0
5406,"egoísta","egoísta","egoísta",B4,B4,noun,freq_corpus,0,3858,B1,B4,B2,"egoísta",0
5407,dormi,dormi,dormi,B4,B4,noun,freq_corpus,0,3859,B1,B4,B2,dormi,0
5408,reparei,reparei,reparei,B4,B4,noun,freq_corpus,0,3861,B1,B4,B2,reparei,0
5409,leonard,leonard,leonard,B4,B4,noun,freq_corpus,0,3862,B1,B4,B2,leonard,0
5410,dizemos,dizemos,dizemos,B4,B4,noun,freq_corpus,0,3864,B1,B4,B2,dizemos,0
5411,joseph,joseph,joseph,B4,B4,noun,freq_corpus,0,3867,B1,B4,B2,joseph,0
5412,bloco,bloco,bloco,B4,B4,noun,freq_corpus,0,3870,B1,B4,B2,bloco,0
5413,contado,contado,contado,B4,B4,noun,freq_corpus,0,3871,B1,B4,B2,contado,0
5414,cassete,cassete,cassete,B4,B4,noun,freq_corpus,0,3873,B1,B4,B2,cassete,0
5415,"tragédia","tragédia","tragédia",B4,B4,noun,freq_corpus,0,3874,B1,B4,B2,"tragédia",0
5416,empregados,empregados,empregados,B4,B4,noun,freq_corpus,0,3875,B1,B4,B2,empregados,0
5417,bonnie,bonnie,bonnie,B4,B4,noun,freq_corpus,0,3876,B1,B4,B2,bonnie,0
5418,cometeu,cometeu,cometeu,B4,B4,noun,freq_corpus,0,3877,B1,B4,B2,cometeu,0
5419,cientista,cientista,cientista,B4,B4,noun,freq_corpus,0,3878,B1,B4,B2,cientista,0
5420,"corações","corações","corações",B4,B4,noun,freq_corpus,0,3880,B1,B4,B2,"corações",0
5421,marie,marie,marie,B4,B4,noun,freq_corpus,0,3881,B1,B4,B2,marie,0
5422,"destruído","destruído","destruído",B4,B4,noun,freq_corpus,0,3882,B1,B4,B2,"destruído",0
5423,civis,civis,civis,B4,B4,noun,freq_corpus,0,3883,B1,B4,B2,civis,0
5424,planeado,planeado,planeado,B4,B4,noun,freq_corpus,0,3884,B1,B4,B2,planeado,0
5425,tecnicamente,tecnicamente,tecnicamente,B4,B4,noun,freq_corpus,0,3885,B1,B4,B2,tecnicamente,0
5426,liam,liam,liam,B4,B4,noun,freq_corpus,0,3887,B1,B4,B2,liam,0
